Executable,Stack Allocs,Stack Inspector Runs,Heap Allocs,Heap Frees,Summary Bytes Allocated,Average Bytes Per Allocation,Valgrind Runs,Valgrind Error Summary,Stack Allocs Fraction,Heap Allocs Fraction,Executable Size,Elapsed Time,Status,Reason
./repos/c/fastfetch/build/fastfetch,34107.0,2.0,348.0,325.0,3609623.0,10372.479885057472,1.0,2.0,0.9898998693948629,0.0101001306051371,6509704.0,3.748493671417236,True,
./repos/c/fastfetch/build/flashfetch,33487.0,2.0,339.0,316.0,3605591.0,10635.961651917403,1.0,2.0,0.989978123337078,0.010021876662922,5714368.0,3.5224852561950684,True,
AVERAGE,33797.0,2.0,343.5,320.5,3607607.0,10504.220768487437,1.0,2.0,0.9899389963659704,0.01006100363402955,6112036.0,3.6354894638061523,1.0,
SUM,67594.0,4.0,687.0,641.0,7215214.0,21008.441536974875,2.0,4.0,1.9798779927319408,0.0201220072680591,12224072.0,7.270978927612305,2.0,
