Executable,Stack Allocs,Stack Inspector Runs,Heap Allocs,Heap Frees,Summary Bytes Allocated,Average Bytes Per Allocation,Valgrind Runs,Valgrind Error Summary,Stack Allocs Fraction,Heap Allocs Fraction,Executable Size,Elapsed Time,Status
openssl/test/quic_ackm_test,354192,1,6839,6839,745615,109.023980114052,1,0,0.981057028343827,0.0189429716561736,4990072.0,1.38534569740295,True
openssl/test/quic_cc_test,2427871,1,24923,24923,1370404,54.9855153873932,1,0,0.989838934700591,0.0101610652994096,4969344.0,1.52845668792725,True
openssl/test/quic_cfq_test,82770,1,1595,1595,62979,39.4852664576803,1,0,0.981094055591774,0.0189059444082262,4960856.0,1.3302857875824,True
openssl/test/quic_client_test,81792708,1,82429,82429,2440483,29.6070921641655,1,0,0.998993235272388,0.001006764727612,5964240.0,22.1065595149994,True
openssl/test/quic_fc_test,87488,1,1585,1585,62062,39.1558359621451,1,0,0.982205606637253,0.0177943933627474,4977656.0,1.30238938331604,True
openssl/test/quic_fifd_test,86894,1,1662,1662,86716,52.1756919374248,1,0,0.981232214643841,0.0187677853561588,5039192.0,1.45882558822632,True
openssl/test/quic_lcidm_test,427273,1,5209,5209,562552,107.996160491457,1,0,0.987955568093007,0.0120444319069927,4969736.0,1.63854432106018,True
openssl/test/quic_multistream_test,8971,1,89,14,4738,53.2359550561798,1,0,0.990176600441501,0.0098233995584989,6205712.0,1.43638634681702,True
openssl/test/quic_newcid_test,8810,1,89,14,4738,53.2359550561798,1,0,0.989998876278234,0.0100011237217665,6058864.0,1.30431723594666,True
openssl/test/quic_qlog_test,113127,1,1660,1660,206541,124.422289156627,1,0,0.98553843205241,0.0144615679475899,4987464.0,1.45791459083557,True
openssl/test/quic_rcidm_test,85577,1,1605,1605,63781,39.7389408099688,1,0,0.981590236516712,0.0184097634832878,4973488.0,1.39397835731506,True
openssl/test/quic_record_test,1381178,1,25690,25690,166829071,6493.93036200856,1,0,0.981739580401289,0.0182604195987115,6014240.0,2.22739243507385,True
openssl/test/quic_srt_gen_test,309015,1,3723,3723,203338,54.6167069567553,1,0,0.988095466492719,0.0119045335072809,6058944.0,1.53765773773193,True
openssl/test/quic_srtm_test,426686,1,5200,5200,562487,108.170576923077,1,0,0.987959785684185,0.0120402143158148,4964696.0,3.36159682273865,True
openssl/test/quic_stream_test,14763380,1,308436,308436,20155620,65.3478193207019,1,0,0.979535578194426,0.0204644218055741,5976728.0,5.02527761459351,True
openssl/test/quic_tserver_test,8908,1,89,14,4738,53.2359550561798,1,0,0.990107813715683,0.00989218628431699,5974592.0,1.27410387992859,True
openssl/test/quic_txp_test,4740253,1,68135,68135,32223193,472.931577016218,1,0,0.985829970459955,0.0141700295400454,6000392.0,2.85449433326721,True
openssl/test/quic_txpim_test,82613,1,1605,1605,65117,40.5713395638629,1,0,0.980942316369422,0.0190576836305778,4960360.0,1.48972749710083,True
openssl/test/quic_wire_test,471376,1,5131,5131,557983,108.747417657377,1,0,0.989232057451412,0.010767942548588,5014616.0,1.74300980567932,True
openssl/test/quicapitest,91316,1,1674,1674,64122,38.3046594982079,1,0,0.98199806430799,0.0180019356920099,6102880.0,1.38128089904785,True
openssl/test/quicfaultstest,8782,1,89,14,4738,53.2359550561798,1,0,0.989967309209785,0.0100326907902153,6067256.0,1.26754450798035,True
openssl/test/rand_status_test,518,1,6953,6953,576795,82.9562778656695,1,0,0.0693347610761612,0.930665238923839,97472.0,1.77725338935852,True
openssl/test/rand_test,593168,1,6154,6154,589699,95.8236919077023,1,0,0.989731730188446,0.0102682698115537,4964344.0,1.80995059013367,True
openssl/test/rc2test,85527,1,1584,1584,62051,39.1736111111111,1,0,0.981816303337122,0.0181836966628784,4959984.0,1.37384915351868,True
openssl/test/rc4test,182277,1,1587,1587,62116,39.1405166981727,1,0,0.991368620284558,0.00863137971544185,4960616.0,1.59799957275391,True
openssl/test/rc5test,3188,1,90,15,8834,98.1555555555556,1,0,0.972544234289201,0.0274557657107993,4959728.0,1.30072355270386,True
openssl/test/rdcpu_sanitytest,3251,1,90,15,8834,98.1555555555556,1,0,0.973061957497755,0.0269380425022448,4959736.0,1.19677305221558,True
openssl/test/recordlentest,0,1,0,0,0,0,1,0,0,0,133552.0,1.01796340942383,True
openssl/test/rpktest,0,1,0,0,0,0,1,0,0,0,152984.0,1.13050699234009,True
openssl/test/rsa_complex,7,1,0,0,0,0,1,0,1,0,24752.0,1.12277412414551,True
openssl/test/rsa_mp_test,4275549,1,7043,7043,2029313,288.131904018174,1,0,0.998355435213067,0.00164456478693277,4964360.0,5.19646811485291,True
openssl/test/rsa_sp800_56b_test,15650162,1,8603,8603,2710236,315.033825409741,1,0,0.999450595241706,0.000549404758293518,4972992.0,39.0742945671082,True
openssl/test/rsa_test,8497365,1,22760,22760,2363347,103.837741652021,1,0,0.997328677689588,0.00267132231041211,4971288.0,4.31246995925903,True
openssl/test/rsa_x931_test,6237144,1,6150,6150,606524,98.6217886178862,1,0,0.99901494307332,0.000985056926680051,4964688.0,3.26228785514832,True
openssl/test/safe_math_test,4808,1,1508,1508,59302,39.3249336870027,1,0,0.761241291956935,0.238758708043065,110048.0,1.29376268386841,True
openssl/test/sanitytest,86911,1,1591,1591,62218,39.1062225015713,1,0,0.982023005129828,0.0179769948701724,4960096.0,3.36287927627563,True
openssl/test/secmemtest,889,1,1521,1521,60918,40.0512820512821,1,0,0.368879668049793,0.631120331950207,98016.0,1.35918712615967,True
openssl/test/servername_test,0,1,0,0,0,0,1,0,0,0,138232.0,1.01638293266296,True
openssl/test/sha_test,884,1,5022,5022,209543,41.7250099561928,1,0,0.14967829326109,0.85032170673891,98000.0,1.71659564971924,True
openssl/test/shlibloadtest,15,1,0,0,0,0,1,0,1,0,25736.0,1.15614771842957,True
openssl/test/siphash_internal_test,186407,1,1585,1585,62074,39.1634069400631,1,0,0.991568790161283,0.00843120983871654,4968064.0,1.46170234680176,True
openssl/test/sm2_internal_test,4619163,1,6139,6139,321164,52.3153608079492,1,0,0.998672735315445,0.00132726468455465,4969152.0,2.41339898109436,True
openssl/test/sm3_internal_test,82189,1,1584,1584,62051,39.1736111111111,1,0,0.9810917598749,0.0189082401251,4959904.0,1.38979983329773,True
openssl/test/sm4_internal_test,14082174,1,1584,1584,62055,39.1761363636364,1,0,0.999887530018621,0.00011246998137855,4959912.0,4.08026385307312,True
openssl/test/sparse_array_test,85506,1,1703,1703,76794,45.0933646506166,1,0,0.98047219897029,0.0195278010297102,4960040.0,1.4063413143158,True
openssl/test/srptest,4605,1,8285,8285,758204,91.5152685576343,1,0,0.357253685027153,0.642746314972847,102488.0,2.1548216342926,True
openssl/test/ssl_cert_table_internal_test,528,1,1504,1504,59246,39.3922872340426,1,0,0.259842519685039,0.740157480314961,97560.0,1.30788373947144,True
openssl/test/ssl_ctx_test,0,1,0,0,0,0,1,0,0,0,97960.0,1.14126253128052,True
openssl/test/ssl_handshake_rtt_test,997305,1,10205,10205,1452407,142.323076923077,1,0,0.989871068277238,0.0101289317227621,5987000.0,1.98257422447205,True
openssl/test/ssl_old_test,687004,1,7858,7858,1119198,142.427844235174,1,0,0.988691279707338,0.0113087202926624,6015056.0,2.53539228439331,True
openssl/test/ssl_test,837,1,1512,1511,56811,37.5734126984127,1,1,0.35632183908046,0.64367816091954,174032.0,1.5379638671875,True
openssl/test/ssl_test_ctx_test,767,1,1512,1511,56811,37.5734126984127,1,1,0.336551118911803,0.663448881088197,127480.0,1.23095560073853,True
openssl/test/sslapitest,0,1,0,0,0,0,1,0,0,0,455320.0,0.902371406555176,True
openssl/test/sslbuffertest,0,1,0,0,0,0,1,0,0,0,137704.0,1.02566337585449,True
openssl/test/sslcorrupttest,0,1,0,0,0,0,1,0,0,0,138568.0,1.02598190307617,True
openssl/test/stack_test,2119,1,1574,1574,61886,39.3176620076239,1,0,0.573788248036826,0.426211751963174,107720.0,1.34776020050049,True
openssl/test/sysdefaulttest,769,1,9017,9017,828370,91.8675834534768,1,0,0.0785816472511752,0.921418352748825,97640.0,1.99648022651672,True
openssl/test/test_test,16465,1,1623,1623,67178,41.3912507701787,1,0,0.910272003538257,0.0897279964617426,127168.0,1.64118838310242,True
openssl/test/threadpool_test,88489,1,1730,1730,69923,40.4179190751445,1,0,0.980824438311221,0.0191755616887795,4960328.0,1.45938611030579,True
openssl/test/threadstest,10165,1,89,14,4738,53.2359550561798,1,0,0.991320460308172,0.00867953969182758,5002712.0,1.1774308681488,True
openssl/test/threadstest_fips,533,1,4971,4971,207623,41.7668477167572,1,0,0.0968386627906977,0.903161337209302,97664.0,1.53677797317505,True
openssl/test/time_offset_test,1781,1,1517,1517,64885,42.7719182597231,1,0,0.540024257125531,0.459975742874469,97648.0,1.29721331596375,True
openssl/test/time_test,82211,1,1584,1584,62063,39.1811868686869,1,0,0.981096724148219,0.0189032758517811,4959776.0,1.21160316467285,True
openssl/test/timing_load_creds,45,1,0,0,0,0,1,0,1,0,4897168.0,1.19565939903259,True
openssl/test/tls13ccstest,0,1,0,0,0,0,1,0,0,0,142760.0,1.18711066246033,True
openssl/test/tls13encryptiontest,435393,1,5154,5154,628465,121.937330228948,1,0,0.988300907735157,0.0116990922648435,5011368.0,1.77439308166504,True
openssl/test/tls13secretstest,630,1,9024,9024,836815,92.7321586879433,1,0,0.0652579241765072,0.934742075823493,133448.0,1.86889123916626,True
openssl/test/trace_api_test,84062,1,1584,1584,62064,39.1818181818182,1,0,0.981505265861803,0.0184947341381968,4959688.0,1.2446780204773,True
openssl/test/uitest,711,1,1528,1528,61150,40.0196335078534,1,0,0.317552478785172,0.682447521214828,104024.0,1.2674868106842,True
openssl/test/upcallstest,595,1,2540,2456,94880,37.3543307086614,1,0,0.189792663476874,0.810207336523126,98264.0,1.51921963691711,True
openssl/test/user_property_test,778,1,7696,7696,217423,28.2514293139293,1,0,0.0918102430965306,0.90818975690347,98272.0,1.56848239898682,True
openssl/test/v3ext,759,1,68,19,3538,52.0294117647059,1,0,0.917775090689238,0.0822249093107618,112128.0,1.29263615608215,True
openssl/test/v3nametest,457907,1,195604,195604,4051418,20.7123473957588,1,0,0.700687517119069,0.299312482880931,112736.0,3.29045462608337,True
openssl/test/verify_extra_test,0,1,0,0,0,0,1,0,0,0,108880.0,1.05159664154053,True
openssl/test/versions,15,1,1,1,4096,4096,1,0,0.9375,0.0625,25000.0,1.1596519947052,True
openssl/test/wpackettest,3486780,1,15245,15245,963589,63.2068875040997,1,0,0.995646804348912,0.00435319565108759,4976904.0,2.21151232719421,True
openssl/test/x509_check_cert_pkey_test,824,1,68,19,3538,52.0294117647059,1,0,0.923766816143498,0.0762331838565022,102608.0,1.29822564125061,True
openssl/test/x509_dup_cert_test,757,1,68,19,3538,52.0294117647059,1,0,0.917575757575758,0.0824242424242424,97624.0,1.14830136299133,True
openssl/test/x509_internal_test,96077,1,1603,1603,62377,38.9126637554585,1,0,0.983589271089271,0.0164107289107289,4956280.0,1.42864394187927,True
openssl/test/x509_load_cert_file_test,0,1,0,0,0,0,1,0,0,0,102408.0,1.0800666809082,True
openssl/test/x509_test,618,1,11438,11438,841212,73.5453750655709,1,0,0.0512607830126078,0.948739216987392,98352.0,2.43787574768066,True
openssl/test/x509_time_test,8111,1,1818,1818,73835,40.6133113311331,1,0,0.816899989928492,0.183100010071508,103760.0,1.46043968200684,True
openssl/test/x509aux,674,1,68,19,3538,52.0294117647059,1,0,0.908355795148248,0.091644204851752,97816.0,1.27043914794922,True
AVERAGE,9414302.488135593,1.488135593220339,15982.342372881356,15968.125423728814,3721816.5016949154,128.0249910824002,1.488135593220339,0.47796610169491527,0.7300150001056332,0.15134093209775656,1857907.783783784,8.137065112590781,
SUM,2777219234.0,439.0,4714791.0,4710597.0,1097935868.0,37767.372369308054,439.0,141.0,215.3544250311618,44.64557496883819,549940704.0,2408.571273326871,0.0
