Executable,Stack Allocs,Stack Inspector Runs,Heap Allocs,Heap Frees,Summary Bytes Allocated,Average Bytes Per Allocation,Valgrind Runs,Valgrind Error Summary,Stack Allocs Fraction,Heap Allocs Fraction,Executable Size,Elapsed Time,Status,Reason
./repos/c++/MyTinySTL/bin/stltest,1966007782.0,1.0,154933799.0,117152493.0,1166258636.0,7.527464268787471,1.0,0.0,0.9269504637053932,0.0730495362946066,862672.0,992.4689745903016,True,
AVERAGE,1966007782.0,1.0,154933799.0,117152493.0,1166258636.0,7.527464268787471,1.0,0.0,0.9269504637053932,0.0730495362946066,862672.0,992.4689745903016,1.0,
SUM,1966007782.0,1.0,154933799.0,117152493.0,1166258636.0,7.527464268787471,1.0,0.0,0.9269504637053932,0.0730495362946066,862672.0,992.4689745903016,1.0,
